_id,Time_Stamp,Device_ID,Current,voltage,Power_Factor,Real_Power,room_temp,External_temp,Humidity,unit_consumption,_updated,_created,_etag
ObjectId(64ab131de1ee1485eadc6322),2023-07-09T20:06:38.653256+00:00,C108AC01,0.8999999999999999,239,0.65,,24.9,22.4,44.43,0.08,2023-07-09T20:05:49.000Z,2023-07-09T20:05:49.000Z,aec5f52cabf31d21767db45e2e5127b9c92b593b
ObjectId(64ab13bee1ee1485eadc6323),2023-07-09T20:09:20.062370+00:00,C108AC01,0.8999999999999999,239,0.67,,24.8,22.4,44.53,0.08,2023-07-09T20:08:30.000Z,2023-07-09T20:08:30.000Z,fe36ed39e563c2fab421a964892485d54618115c
ObjectId(64ab145ee1ee1485eadc6324),2023-07-09T20:12:01.454003+00:00,C108AC01,0.8999999999999999,237,0.68,,24.8,22.4,44.53,0.08,2023-07-09T20:11:10.000Z,2023-07-09T20:11:10.000Z,452d5c92f6c6bf9db139d6aaad8a8f22e76e9bfc
ObjectId(64ab1507e1ee1485eadc6325),2023-07-09T20:14:42.871850+00:00,C108AC01,0.8999999999999999,239,0.63,,24.9,22.4,44.53,0.07,2023-07-09T20:13:58.000Z,2023-07-09T20:13:58.000Z,8088651a0bf08b17ebf7a9383cc8bc968bfc3251
ObjectId(64ab15a5e1ee1485eadc6326),2023-07-09T20:17:24.287980+00:00,C108AC01,0.8999999999999999,238,0.65,,24.9,22.4,44.63,0.08,2023-07-09T20:16:37.000Z,2023-07-09T20:16:37.000Z,6fa7bfd77db25fa477c897d104b76974002233a2
ObjectId(64ab1649e1ee1485eadc6327),2023-07-09T20:20:05.669921+00:00,C108AC01,0.8999999999999999,239,0.67,,24.9,22.4,44.53,0.08,2023-07-09T20:19:20.000Z,2023-07-09T20:19:20.000Z,54f5e6bc5d7df3b4c2a7afdaf14cf5e13681bcde
ObjectId(64ab16eee1ee1485eadc6328),2023-07-09T20:22:47.075239+00:00,C108AC01,0.8999999999999999,238,0.68,,24.9,22.4,44.43,0.08,2023-07-09T20:22:05.000Z,2023-07-09T20:22:05.000Z,6e6432d35c6f67065afc4e0bea639937bb6ff5d3
ObjectId(64ab178fe1ee1485eadc6329),2023-07-09T20:25:28.469750+00:00,C108AC01,0.8999999999999999,238,0.69,,24.8,22.4,44.43,0.08,2023-07-09T20:24:46.000Z,2023-07-09T20:24:46.000Z,bfb7a96adb168affc46cef430406420abea1a226
ObjectId(64ab1829e1ee1485eadc632a),2023-07-09T20:28:09.868766+00:00,C108AC01,0.8999999999999999,240,0.66,,24.9,22.4,44.53,0.08,2023-07-09T20:27:20.000Z,2023-07-09T20:27:20.000Z,ab95b40a7d50bf43c90f3a04b8e78ea9d0c09b49
ObjectId(64ab18cbe1ee1485eadc632b),2023-07-09T20:30:51.264027+00:00,C108AC01,0.8999999999999999,239,0.66,,25,22.4,44.13,0.08,2023-07-09T20:30:03.000Z,2023-07-09T20:30:03.000Z,dbc43c7ae86a3d70f0fd8416a90e46a50fcbdf83
ObjectId(64ab1a3ae1ee1485eadc632d),2023-07-09T20:36:14.061724+00:00,C108AC01,0.8999999999999999,236,0.67,,24.9,23.6,44.43,0.07,2023-07-09T20:36:09.000Z,2023-07-09T20:36:09.000Z,7858a1d9776e0b83bd64b2598f0fce21ac7f1479
ObjectId(64ab1ab3e1ee1485eadc632e),2023-07-09T20:38:55.468221+00:00,C108AC01,0.8999999999999999,238,0.69,,24.9,25,44.03,0.08,2023-07-09T20:38:11.000Z,2023-07-09T20:38:11.000Z,e278c5707fa43c2a75d45691d93be9735f098970
ObjectId(64ab1b57e1ee1485eadc632f),2023-07-09T20:41:36.870020+00:00,C108AC01,0.8999999999999999,240,0.69,,24.9,24.1,44.13,0.08,2023-07-09T20:40:54.000Z,2023-07-09T20:40:54.000Z,b55c36acbf38a271a66d907b669e9ed04fff5bbf
ObjectId(64ab1bf7e1ee1485eadc6330),2023-07-09T20:44:18.275591+00:00,C108AC01,0.8999999999999999,238,0.66,,24.9,22.4,44.13,0.08,2023-07-09T20:43:35.000Z,2023-07-09T20:43:35.000Z,fbe9461faae201b2750ccac51a35d1511d52dbb8
ObjectId(64ab1c9de1ee1485eadc6331),2023-07-09T20:46:59.661053+00:00,C108AC01,0.8999999999999999,240,0.66,,24.9,22.4,44.23,0.08,2023-07-09T20:46:20.000Z,2023-07-09T20:46:20.000Z,6b3a8c7d9155d35397b040a0cf7ae23c90802b08
ObjectId(64ab1d3de1ee1485eadc6332),2023-07-09T20:49:41.079988+00:00,C108AC01,0.8999999999999999,238,0.67,,24.9,22.4,44.33,0.08,2023-07-09T20:49:01.000Z,2023-07-09T20:49:01.000Z,4fa17ece38b2ad14dbe20c54442df054348baea6
ObjectId(64ab1dd1e1ee1485eadc6333),2023-07-09T20:52:22.484717+00:00,C108AC01,0.8999999999999999,238,0.67,,24.9,22.4,44.03,0.08,2023-07-09T20:51:29.000Z,2023-07-09T20:51:29.000Z,2283c24072129d32c9f70afb5c37fb1140f24df5
ObjectId(64ab1e76e1ee1485eadc6334),2023-07-09T20:55:03.878618+00:00,C108AC01,0.8999999999999999,239,0.66,,24.9,22.4,43.83,0.08,2023-07-09T20:54:13.000Z,2023-07-09T20:54:13.000Z,63ed09d84b5a572eb06ee8f25cf4e26446b8eb2e
ObjectId(64ab1f14e1ee1485eadc6335),2023-07-09T20:57:45.271011+00:00,C108AC01,0.8999999999999999,239,0.69,,24.9,22.4,43.73,0.08,2023-07-09T20:56:52.000Z,2023-07-09T20:56:52.000Z,64553527df529168e3e6995ef743d889f3435edb
ObjectId(64ab1fb9e1ee1485eadc6336),2023-07-09T21:00:26.672092+00:00,C108AC01,0.8999999999999999,238,0.67,,24.9,22.4,43.73,0.07,2023-07-09T20:59:36.000Z,2023-07-09T20:59:36.000Z,5664002b05978725b3184419f0a281de39f6ed4f
ObjectId(64ab205be1ee1485eadc6337),2023-07-09T21:03:08.065250+00:00,C108AC01,0.8999999999999999,239,0.67,,25,22.4,43.73,0.08,2023-07-09T21:02:18.000Z,2023-07-09T21:02:18.000Z,e49f263c262893624b487bee71cb5ade372557dc
ObjectId(64ab20ffe1ee1485eadc6338),2023-07-09T21:05:49.482156+00:00,C108AC01,0.8999999999999999,236,0.65,,24.9,22.4,44.53,0.08,2023-07-09T21:05:02.000Z,2023-07-09T21:05:02.000Z,6aba0ee017b300fa0e94dc8fcecd4b6d777a177c
ObjectId(64ab219ae1ee1485eadc6339),2023-07-09T21:08:30.885379+00:00,C108AC01,0.8999999999999999,236,0.65,,24.9,22.4,44.43,0.07,2023-07-09T21:07:37.000Z,2023-07-09T21:07:37.000Z,e0133eb72fca504908e262f3999717b315292760
ObjectId(64ab2244e1ee1485eadc633a),2023-07-09T21:11:12.265245+00:00,C108AC01,0.8999999999999999,239,0.66,,24.8,22.4,44.53,0.08,2023-07-09T21:10:28.000Z,2023-07-09T21:10:28.000Z,f15cdae3f29e478627f2fc09ced0f25c4f6797b9
ObjectId(64ab22e2e1ee1485eadc633c),2023-07-09T21:13:53.663361+00:00,C108AC01,0.8999999999999999,239,0.67,,24.8,22.4,44.53,0.08,2023-07-09T21:13:05.000Z,2023-07-09T21:13:05.000Z,981484e809cd240d37656a46d3a5d547cee98129
ObjectId(64ab2388e1ee1485eadc633d),2023-07-09T21:16:35.085434+00:00,C108AC01,0.8999999999999999,239,0.68,,24.9,22.4,44.53,0.08,2023-07-09T21:15:51.000Z,2023-07-09T21:15:51.000Z,fc53996b3c6b159af7ce7052e78dd4b9e609d99d
ObjectId(64ab242ae1ee1485eadc633f),2023-07-09T21:19:16.491954+00:00,C108AC01,0.8999999999999999,240,0.67,,24.9,22.4,44.63,0.08,2023-07-09T21:18:33.000Z,2023-07-09T21:18:33.000Z,1555d0913134ac74212312cc071b2cff6e5b5a88
ObjectId(64ab24c7e1ee1485eadc6341),2023-07-09T21:21:57.891370+00:00,C108AC01,0.8999999999999999,240,0.67,,24.9,22.4,44.53,0.08,2023-07-09T21:21:10.000Z,2023-07-09T21:21:10.000Z,b18e22ed22abdbfc5d2eb6091baa56334ab31f54
ObjectId(64ab2570e1ee1485eadc6343),2023-07-09T21:24:39.298554+00:00,C108AC01,0.8999999999999999,238,0.69,,24.9,22.4,44.43,0.08,2023-07-09T21:23:59.000Z,2023-07-09T21:23:59.000Z,cb55c1c75b015562a9deb819dbf73cbd7f1720d6
ObjectId(64ab2603e1ee1485eadc6345),2023-07-09T21:27:20.704559+00:00,C108AC01,0.8999999999999999,240,0.65,,24.8,22.4,44.43,0.08,2023-07-09T21:26:27.000Z,2023-07-09T21:26:27.000Z,e21e659f29e922c99d0ce912fdc60c2fbe5bbe82
ObjectId(64ab26a5e1ee1485eadc6347),2023-07-09T21:30:02.088823+00:00,C108AC01,0.8999999999999999,239,0.67,,24.9,22.4,44.53,0.08,2023-07-09T21:29:08.000Z,2023-07-09T21:29:08.000Z,108346762a5eaa4da9abaa024d123568cb91f924
ObjectId(64ab352fe1ee1485eadc6374),2023-07-09T21:32:43.522655+00:00,C108AC01,0.8999999999999999,239,0.69,,24.9,22.6,44.43,0.08,2023-07-09T22:31:10.000Z,2023-07-09T22:31:10.000Z,96f2874a29b57c0e601b5b0e0882597a7375f2c0
ObjectId(64ab430fe1ee1485eadc639f),2023-07-09T22:31:54.306413+00:00,C108AC01,0.8999999999999999,238,0.68,,24.9,22.4,44.43,0.08,2023-07-09T23:30:22.000Z,2023-07-09T23:30:22.000Z,b05703c8068c7241e119ffff5a030285185f83bc
ObjectId(64ab444ce1ee1485eadc63a0),2023-07-09T23:36:27.965330+00:00,C108AC01,0.8999999999999999,239,0.65,,24.9,22.6,44.03,0.08,2023-07-09T23:35:39.000Z,2023-07-09T23:35:39.000Z,db5adb3d9ec023d93d0a5a3bc05879c0f144ba2f
ObjectId(64ab5183e1ee1485eadc63b7),2023-07-09T23:31:05.162820+00:00,C108AC01,0.8999999999999999,237,0.67,,24.9,22.4,44.43,0.07,2023-07-10T00:32:02.000Z,2023-07-10T00:32:02.000Z,897375a14547bc240d8e2aab59a72aec1e2ada3d
ObjectId(64ab5f64e1ee1485eadc63db),2023-07-10T00:32:57.397768+00:00,C108AC01,0.8999999999999999,239,0.65,,24.9,21.7,44.43,0.08,2023-07-10T01:31:15.000Z,2023-07-10T01:31:15.000Z,d31ab9d2f2731375137ccc6a8abdcee68a1367ab
ObjectId(64ab6d40e1ee1485eadc63f1),2023-07-10T01:32:08.212140+00:00,C108AC01,0.8999999999999999,239,0.66,,24.9,21.7,44.43,0.08,2023-07-10T02:30:23.000Z,2023-07-10T02:30:23.000Z,b01dd97582da0c9a1469407d20882688a6b40c6e
ObjectId(64ab6e8ee1ee1485eadc63f3),2023-07-10T02:36:41.868029+00:00,C108AC01,0.8999999999999999,239,0.69,,24.9,21.7,44.03,0.08,2023-07-10T02:35:57.000Z,2023-07-10T02:35:57.000Z,955af00735d0449e1b5c278e0d09a8b68216288b
ObjectId(64ab7bc7e1ee1485eadc63f4),2023-07-10T02:31:19.084291+00:00,C108AC01,0.8999999999999999,240,0.68,,24.9,21.7,44.43,0.08,2023-07-10T03:32:23.000Z,2023-07-10T03:32:23.000Z,859d5adcb913da445ce343f89daba167ef03023b
ObjectId(64ab89a0e1ee1485eadc640a),2023-07-10T03:33:11.323730+00:00,C108AC01,0.8,241,-0,,24.9,21.7,44.43,0.04,2023-07-10T04:31:27.000Z,2023-07-10T04:31:27.000Z,2a01b0f5c8e0fee4393f230855037b902c4a078e
ObjectId(64ab9782e1ee1485eadc6426),2023-07-10T04:32:22.143490+00:00,C108AC01,0.7,242,0.04,,24.9,21.7,44.43,0.04,2023-07-10T05:30:42.000Z,2023-07-10T05:30:42.000Z,20cdb65130cdcf5c32e2c1ddae388f8670e7b671
ObjectId(64aba60ce1ee1485eadc6453),2023-07-10T05:31:33.003249+00:00,C108AC01,0.7,243,0.01,,24.9,21.7,44.43,0.04,2023-07-10T06:32:43.000Z,2023-07-10T06:32:43.000Z,3eafd9d30670851db5390138c50921f0a1c755d1
ObjectId(64abb3dee1ee1485eadc647e),2023-07-10T06:33:25.210568+00:00,C108AC01,0.8,242,0.01,,24.9,21.7,44.43,0.04,2023-07-10T07:31:42.000Z,2023-07-10T07:31:42.000Z,b5e379f1fe207b86bc1f8d3b8b0bf22c4e300bb0
ObjectId(64abc2d9e1ee1485eadc64a8),2023-07-10T08:34:28.307884+00:00,C108AC01,0.8,243,0.03,,24.9,21.7,44.43,0.04,2023-07-10T08:35:37.000Z,2023-07-10T08:35:37.000Z,b1f37d5f4d019c4914b2fa0ca39c70c56e7d8cc3
ObjectId(64abd04ae1ee1485eadc64a9),2023-07-10T08:31:46.889155+00:00,C108AC01,0.7,242,-0,,24.9,21.8,44.43,0.04,2023-07-10T09:32:57.000Z,2023-07-10T09:32:57.000Z,777c283340e17294051b4df13c5d583c3433cbdf
ObjectId(64abde1fe1ee1485eadc64ce),2023-07-10T09:33:39.716795+00:00,C108AC01,0.8,242,0.02,,24.9,21.8,44.43,0.04,2023-07-10T10:31:58.000Z,2023-07-10T10:31:58.000Z,cabb0dfe23f1f53374b99930c8d6b7ce1793d324
ObjectId(64abebfde1ee1485eadc64e4),2023-07-10T10:32:50.584396+00:00,C108AC01,0.8,242,0.02,,24.9,21.8,44.43,0.04,2023-07-10T11:31:09.000Z,2023-07-10T11:31:09.000Z,951563d5820c31aa808b8f629c9d96b6880574d2
ObjectId(64abed29e1ee1485eadc64e5),2023-07-10T11:34:42.837321+00:00,C108AC01,0.8,242,-0,,24.9,21.8,44.43,0.04,2023-07-10T11:36:08.000Z,2023-07-10T11:36:08.000Z,86835178d6c7f6a5bc5f2569d73503ca9aaf0ba1
ObjectId(64abeda3e1ee1485eadc64e6),2023-07-10T11:37:24.229303+00:00,C108AC01,0.7,241,0.02,,24.9,21.7,44.03,0.03,2023-07-10T11:38:10.000Z,2023-07-10T11:38:10.000Z,742343791ea822edf32e59b35d39f4d2a65c5aba
ObjectId(64abee15e1ee1485eadc64e7),2023-07-10T11:40:05.624782+00:00,C108AC01,0.7,242,0.02,,24.9,21.7,44.13,0.03,2023-07-10T11:40:04.000Z,2023-07-10T11:40:04.000Z,f78ca2487f6f0d801d3884966b9c6248f8ebed22
ObjectId(64abee87e1ee1485eadc64e8),2023-07-10T11:42:47.031315+00:00,C108AC01,0.7,243,0.12,,24.9,21.7,44.13,0.04,2023-07-10T11:41:58.000Z,2023-07-10T11:41:58.000Z,13e64a92a91989dcb675214a34e3497ed3b10ead
ObjectId(64abef29e1ee1485eadc64e9),2023-07-10T11:45:28.439246+00:00,C108AC01,0.8,242,0.02,,24.9,21.7,44.23,0.04,2023-07-10T11:44:40.000Z,2023-07-10T11:44:40.000Z,32e5782a00b6e2e3ac6cfcdc7765712e41a44ef8
ObjectId(64abefcde1ee1485eadc64ea),2023-07-10T11:48:09.844618+00:00,C108AC01,0.7,240,0.05,,24.9,21.7,44.33,0.04,2023-07-10T11:47:25.000Z,2023-07-10T11:47:25.000Z,41c02f063c870f031413180627c656d894597ab9
ObjectId(64abf06ee1ee1485eadc64eb),2023-07-10T11:50:51.248802+00:00,C108AC01,0.7,242,0.02,,24.9,21.7,44.03,0.04,2023-07-10T11:50:05.000Z,2023-07-10T11:50:05.000Z,2035ea6f74de555786757f5988a54555ba4d010a
ObjectId(64abf111e1ee1485eadc64ec),2023-07-10T11:53:32.647405+00:00,C108AC01,0.7,239,0.07,,24.9,22.4,43.83,0.04,2023-07-10T11:52:49.000Z,2023-07-10T11:52:49.000Z,fa4fe111772fce1850f0f320fa8442d7eceb47b6
ObjectId(64abf1b3e1ee1485eadc64ed),2023-07-10T11:56:14.047422+00:00,C108AC01,0.8,242,-0,,24.9,22.4,43.73,0.04,2023-07-10T11:55:30.000Z,2023-07-10T11:55:30.000Z,74ce9f4cef9469886e3ea2632b425b595e54a477
ObjectId(64abf254e1ee1485eadc64ee),2023-07-10T11:58:55.454608+00:00,C108AC01,0.8,241,0.05,,24.9,22.6,43.73,0.04,2023-07-10T11:58:12.000Z,2023-07-10T11:58:12.000Z,2db98396b41dd4abeacc8b2dc77dbf8de9f3fe91
ObjectId(64abf2f8e1ee1485eadc64ef),2023-07-10T12:01:36.852776+00:00,C108AC01,0.8,242,0.08,,25,22.6,43.73,0.04,2023-07-10T12:00:55.000Z,2023-07-10T12:00:55.000Z,ea7927eaffb956b1da525afd759ebedf713ff23d
ObjectId(64abf398e1ee1485eadc64f0),2023-07-10T12:04:18.249866+00:00,C108AC01,0.7,242,0.03,,24.9,22.6,44.53,0.04,2023-07-10T12:03:36.000Z,2023-07-10T12:03:36.000Z,b1e49dd56cbfd88fe5a2914b9ab8b4c3caefadcc
ObjectId(64abf42ee1ee1485eadc64f1),2023-07-10T12:06:59.650175+00:00,C108AC01,0.7,243,0.04,,24.9,23.1,44.43,0.04,2023-07-10T12:06:06.000Z,2023-07-10T12:06:06.000Z,9fdd1ef00d97a305b1f9d886431c50b45d880ea2
ObjectId(64abf4d0e1ee1485eadc64f2),2023-07-10T12:09:41.051133+00:00,C108AC01,0.8,242,0.06,,24.8,23.1,44.53,0.04,2023-07-10T12:08:47.000Z,2023-07-10T12:08:47.000Z,69b0acf1442439f31d356c41b11647033c5b2778
ObjectId(64abf576e1ee1485eadc64f3),2023-07-10T12:12:22.456701+00:00,C108AC01,0.8,242,-0,,24.8,23.1,44.53,0.04,2023-07-10T12:11:34.000Z,2023-07-10T12:11:34.000Z,927446f0ad832a6ea84ae9df9ca8232e42f62b6c
ObjectId(64abf617e1ee1485eadc64f4),2023-07-10T12:15:03.847608+00:00,C108AC01,0.7,241,0.06,,24.9,23.1,44.53,0.04,2023-07-10T12:14:14.000Z,2023-07-10T12:14:14.000Z,c19314e2844571fa5a2ba327a1cd48cc9c2df637
ObjectId(64abf6b5e1ee1485eadc64f5),2023-07-10T12:17:45.245419+00:00,C108AC01,0.8,243,0.02,,24.9,23.1,44.63,0.04,2023-07-10T12:16:52.000Z,2023-07-10T12:16:52.000Z,896cc41998331e8bfbb3b1cec469ad0b34b65105
ObjectId(64abf75ee1ee1485eadc64f6),2023-07-10T12:20:26.647459+00:00,C108AC01,0.7,242,0.04,,24.9,23.1,44.53,0.03,2023-07-10T12:19:41.000Z,2023-07-10T12:19:41.000Z,09b094ca93a4359ba98a58dc79386c9ea8c76028
ObjectId(64abf803e1ee1485eadc64f7),2023-07-10T12:23:08.043750+00:00,C108AC01,0.8,242,0.05,,24.9,23.1,44.43,0.04,2023-07-10T12:22:27.000Z,2023-07-10T12:22:27.000Z,b3862338af2b06de1ce848e9ee54918eec1257a9
ObjectId(64abf8a1e1ee1485eadc64f8),2023-07-10T12:25:49.449203+00:00,C108AC01,0.8,242,0.07,,24.8,23.1,44.43,0.04,2023-07-10T12:25:04.000Z,2023-07-10T12:25:04.000Z,451cb09833b828fd07d81f1f0409a1d3bba3d91b
ObjectId(64abf938e1ee1485eadc64f9),2023-07-10T12:28:30.850716+00:00,C108AC01,0.7,242,0.04,,24.9,23.1,44.53,0.03,2023-07-10T12:27:35.000Z,2023-07-10T12:27:35.000Z,506a0e160e6e370c5ea6496c86ffecf8af0e604a
ObjectId(64ac0868e1ee1485eadc6517),2023-07-10T12:31:12.242213+00:00,C108AC01,0.8,242,0.05,,24.9,21.8,44.43,0.04,2023-07-10T13:32:23.000Z,2023-07-10T13:32:23.000Z,39fe80f16682415020cb2ec3e2428be908df2b80
ObjectId(64ac0949e1ee1485eadc6518),2023-07-10T13:35:45.956187+00:00,C108AC01,0.8,243,0.06,,24.9,21.8,44.43,0.04,2023-07-10T13:36:08.000Z,2023-07-10T13:36:08.000Z,e050a8d58978b97c815015f4689ef64273288f17
ObjectId(64ac09c3e1ee1485eadc6519),2023-07-10T13:38:27.358813+00:00,C108AC01,0.8,239,0.01,,24.9,21.7,44.03,0.04,2023-07-10T13:38:11.000Z,2023-07-10T13:38:11.000Z,68f6dc4ec15a5ce3f1554104c9cc9d065e2eb770
ObjectId(64ac0a46e1ee1485eadc651c),2023-07-10T13:41:08.766776+00:00,C108AC01,0.7,242,0.04,,24.9,21.7,44.13,0.03,2023-07-10T13:40:21.000Z,2023-07-10T13:40:21.000Z,11e6a3717653d0bc20ae519deb62123d1064434b
ObjectId(64ac0ae7e1ee1485eadc651e),2023-07-10T13:43:50.174935+00:00,C108AC01,0.7,242,0,,24.9,21.7,44.13,0.04,2023-07-10T13:43:02.000Z,2023-07-10T13:43:02.000Z,4795fde6de418e6dd455748cc8b477fe977271ab
ObjectId(64ac0b89e1ee1485eadc6520),2023-07-10T13:46:31.576370+00:00,C108AC01,0.8,243,0.05,,24.9,21.7,44.23,0.04,2023-07-10T13:45:44.000Z,2023-07-10T13:45:44.000Z,f34b87629fa45eead930334d94a81c32347b6479
ObjectId(64ac0c2de1ee1485eadc6523),2023-07-10T13:49:12.985415+00:00,C108AC01,0.8,242,-0,,24.9,21.7,44.33,0.04,2023-07-10T13:48:28.000Z,2023-07-10T13:48:28.000Z,5261b5a746ad8d988421ffe2300932d5c2b9756d
ObjectId(64ac0ccfe1ee1485eadc6525),2023-07-10T13:51:54.394372+00:00,C108AC01,0.7,242,0.04,,24.9,21.7,44.03,0.04,2023-07-10T13:51:11.000Z,2023-07-10T13:51:11.000Z,06c30b28af85932e8d5ffe87758697c295f95ea0
ObjectId(64ac0d74e1ee1485eadc6527),2023-07-10T13:54:35.780136+00:00,C108AC01,0.8,242,0.03,,24.9,22.4,43.83,0.04,2023-07-10T13:53:55.000Z,2023-07-10T13:53:55.000Z,12c8ce2b29df91ad412645c48304b516fd4361d1
ObjectId(64ac0e13e1ee1485eadc6529),2023-07-10T13:57:17.195180+00:00,C108AC01,0.8,241,0.04,,24.9,22.4,43.73,0.04,2023-07-10T13:56:34.000Z,2023-07-10T13:56:34.000Z,0e85a3783cdbb05ccaf6e3b2c41842d0e1d9a05a
ObjectId(64ac0eb6e1ee1485eadc652b),2023-07-10T13:59:58.593977+00:00,C108AC01,0.8,241,0.07,,24.9,22.6,43.73,0.04,2023-07-10T13:59:18.000Z,2023-07-10T13:59:18.000Z,0064504e610b95e6d1d1376e2ba033339ed2bd2e
ObjectId(64ac0f4ce1ee1485eadc652d),2023-07-10T14:02:40.012547+00:00,C108AC01,0.7,241,0.04,,25,22.6,43.73,0.04,2023-07-10T14:01:48.000Z,2023-07-10T14:01:48.000Z,c38ce09c6cfd58a6fd722d343214506601ac5aaf
ObjectId(64ac0feee1ee1485eadc652f),2023-07-10T14:05:21.383427+00:00,C108AC01,0.7,242,-0,,24.9,22.6,44.53,0.04,2023-07-10T14:04:29.000Z,2023-07-10T14:04:29.000Z,b8a8ffc4dcc35e15048a1d4113df06858772de09
ObjectId(64ac108ee1ee1485eadc6531),2023-07-10T14:08:02.813154+00:00,C108AC01,0.8,242,0.04,,24.9,23.1,44.43,0.04,2023-07-10T14:07:10.000Z,2023-07-10T14:07:10.000Z,dd5ffb85a5d2ce8ef485bead2e0e5bfd28058146
ObjectId(64ac112ee1ee1485eadc6533),2023-07-10T14:10:44.177565+00:00,C108AC01,0.8,241,0.06,,24.8,23.1,44.53,0.04,2023-07-10T14:09:50.000Z,2023-07-10T14:09:50.000Z,be1c11c1dbe30e2dfb9c7fadaf1ba5765607da3e
ObjectId(64ac11d5e1ee1485eadc6535),2023-07-10T14:13:25.577882+00:00,C108AC01,0.8,241,0.06,,24.8,23.1,44.53,0.04,2023-07-10T14:12:37.000Z,2023-07-10T14:12:37.000Z,70d6a95aa18070919d3809692f8b40ca95379d9a
ObjectId(64ac1275e1ee1485eadc6537),2023-07-10T14:16:06.977403+00:00,C108AC01,0.8,243,-0,,24.9,23.1,44.53,0.04,2023-07-10T14:15:17.000Z,2023-07-10T14:15:17.000Z,b939c09566a8b45a4933093770f95b0beaac5bd3
ObjectId(64ac131ce1ee1485eadc6539),2023-07-10T14:18:48.365235+00:00,C108AC01,0.7,243,0.03,,24.9,23.1,44.63,0.04,2023-07-10T14:18:03.000Z,2023-07-10T14:18:03.000Z,e914e539b31d2cd4a287c55b721ed89d31859eff
ObjectId(64ac13b8e1ee1485eadc653b),2023-07-10T14:21:29.793041+00:00,C108AC01,0.8,242,-0,,24.9,23.1,44.53,0.04,2023-07-10T14:20:40.000Z,2023-07-10T14:20:40.000Z,c286b8c8b64674fb9afe61a4c09ea1a898f4f24a
ObjectId(64ac145be1ee1485eadc653d),2023-07-10T14:24:11.182797+00:00,C108AC01,0.8,241,0.01,,24.9,23.1,44.43,0.04,2023-07-10T14:23:23.000Z,2023-07-10T14:23:23.000Z,03cc4812e4626169396183fe6a3ab01d2901d0aa
ObjectId(64ac1504e1ee1485eadc653f),2023-07-10T14:26:52.589327+00:00,C108AC01,0.7,240,0.04,,24.8,23.1,44.43,0.03,2023-07-10T14:26:12.000Z,2023-07-10T14:26:12.000Z,584cf8f902336cdf5d64eaf5b7a0772050b9161d
ObjectId(64ac159ce1ee1485eadc6541),2023-07-10T14:29:33.980202+00:00,C108AC01,0.8,242,-0,,24.9,23.1,44.53,0.04,2023-07-10T14:28:44.000Z,2023-07-10T14:28:44.000Z,4d05337d8171461876b13b6566513c6ba333b929
ObjectId(64ac2427e1ee1485eadc656e),2023-07-10T14:32:15.415372+00:00,C108AC01,0.7,242,0.03,,24.9,22.9,44.43,0.03,2023-07-10T15:30:46.000Z,2023-07-10T15:30:46.000Z,e84c99bb0ec2d9293c4397fe182109f937de1ea3
ObjectId(64ac2562e1ee1485eadc6570),2023-07-10T15:36:49.034196+00:00,C108AC01,0.8999999999999999,240,0.68,,24.9,22.9,44.03,0.08,2023-07-10T15:36:01.000Z,2023-07-10T15:36:01.000Z,2fb78090b45c0ea51f9c1fcfad7d216c108085bf
ObjectId(64ac329de1ee1485eadc6586),2023-07-10T15:31:26.263640+00:00,C108AC01,0.8999999999999999,237,0.64,,24.9,22.9,44.43,0.08,2023-07-10T16:32:29.000Z,2023-07-10T16:32:29.000Z,e792a0a1ce1a575c11376272fd11156d2ba93fa2
ObjectId(64ac3395e1ee1485eadc6587),2023-07-10T16:35:59.884764+00:00,C108AC01,0.8999999999999999,238,0.66,,24.9,22.9,44.43,0.08,2023-07-10T16:36:37.000Z,2023-07-10T16:36:37.000Z,7c87cf5be32c5e7e8d626d97a5aee2a79ffe1294
ObjectId(64ac33f3e1ee1485eadc6588),2023-07-10T16:38:41.308004+00:00,C108AC01,0.8999999999999999,239,0.68,,24.9,22.9,44.03,0.08,2023-07-10T16:38:10.000Z,2023-07-10T16:38:10.000Z,bf0d8e462d39eedc9861f6ffd8b3e4ef86e2f3ed
ObjectId(64ac3486e1ee1485eadc658b),2023-07-10T16:41:22.692535+00:00,C108AC01,0.8999999999999999,239,0.67,,24.9,25.3,44.13,0.08,2023-07-10T16:40:38.000Z,2023-07-10T16:40:38.000Z,362c3843a17d52e79cb46dd7637d48ac99ec46b1
ObjectId(64ac3529e1ee1485eadc658d),2023-07-10T16:44:04.108653+00:00,C108AC01,0.8999999999999999,240,0.69,,24.9,21.8,44.13,0.08,2023-07-10T16:43:21.000Z,2023-07-10T16:43:21.000Z,076d8295c62eeda9db37893aa938befc818caa7b
ObjectId(64ac35cae1ee1485eadc6590),2023-07-10T16:46:45.499895+00:00,C108AC01,0.8999999999999999,239,0.68,,24.9,21.7,44.23,0.08,2023-07-10T16:46:01.000Z,2023-07-10T16:46:01.000Z,118203ab3aae75c0ecf235d043133c9b91b3f851
ObjectId(64ac366ee1ee1485eadc6592),2023-07-10T16:49:26.895953+00:00,C108AC01,0.8999999999999999,239,0.67,,24.9,21.7,44.33,0.08,2023-07-10T16:48:46.000Z,2023-07-10T16:48:46.000Z,1640ede935ead0f4434fb779c9f8c14b248d9d9e
